trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,shape_dist_traveled
4-R10C,5:06:14,5:06:24,G00174,2,0,
4-R10C,5:09:32,5:09:42,G00176,3,0,
4-R10C,5:13:31,5:13:41,G00178,4,0,
4-R10C,5:15:22,5:15:32,G00183,5,0,
4-R10C,5:17:52,5:18:02,G00184,6,0,
4-R10C,5:19:47,5:19:57,G00187,7,0,
4-R10C,5:23:11,5:23:21,G00189,8,0,
4-R10C,5:26:07,5:26:17,G00190,9,0,
4-R10C,5:28:20,5:28:30,G00193,10,0,
4-R10C,5:30:33,5:30:43,G00195,11,0,
4-R10C,5:34:43,5:34:53,G00197,12,0,
4-R10C,5:41:38,5:41:48,G00005,13,0,
4-R10C,5:45:13,5:45:23,G00699,14,0,
4-R10C,5:49:53,5:50:03,B07308P,15,0,
4-R10C,5:55:39,5:55:49,G00202,16,0,
4-R11C,5:00:00,5:00:10,G00203,0,0,
4-R11C,5:06:30,5:06:40,B07307P,1,0,
4-R11C,5:10:04,5:10:14,G00700,2,0,
4-R11C,5:13:37,5:13:47,G00004,3,0,
4-R11C,5:20:37,5:20:47,G00196,4,0,
4-R11C,5:24:48,5:24:58,G00194,5,0,
4-R11C,5:27:04,5:27:14,G00192,6,0,
4-R11C,5:29:18,5:29:28,G00191,7,0,
4-R11C,5:32:15,5:32:25,G00188,8,0,
4-R11C,5:35:40,5:35:50,G00186,9,0,
4-R11C,5:37:32,5:37:42,G00185,10,0,
4-R11C,5:40:04,5:40:14,G00182,11,0,
4-R11C,5:41:58,5:42:08,G00181,12,0,
4-R11C,5:45:55,5:46:05,G00177,13,0,
4-R11C,5:49:09,5:49:19,G00175,14,0,
4-R11C,5:52:13,5:52:23,G00172,15,0,
4-R11C,5:57:11,5:57:21,G00170,16,0,
3-R05,5:00:00,5:00:10,G00161,0,0,
3-R05,5:06:02,5:06:12,G00158,1,0,
3-R05,5:08:28,5:08:38,G00157,2,0,
3-R05,5:12:14,5:12:24,G00155,3,0,
3-R05,5:14:33,5:14:43,G00703,4,0,
3-R05,5:18:41,5:18:51,G00152,5,0,
3-R05,5:24:40,5:24:50,G00150,6,0,
3-R05,5:29:15,5:29:25,G00149,7,0,
3-R05,5:45:43,5:45:53,G00138,8,0,
3-R05,5:47:34,5:47:44,G00708,9,0,
3-R05,5:51:20,5:51:30,G00131,10,0,
3-R05,6:04:25,6:04:35,G00163,11,0,
3-R05,6:15:18,6:15:28,G00042,12,0,
12-R05,5:00:00,5:00:10,G00511,0,0,
12-R05,5:05:25,5:05:35,G00509,1,0,
12-R05,5:08:09,5:08:19,G00503,2,0,
12-R05,5:10:37,5:10:47,G00500,3,0,
12-R05,5:15:42,5:15:52,G00497,4,0,
12-R05,5:27:58,5:28:08,G00559,5,0,
12-R05,5:31:40,5:31:50,G00492,6,0,
12-R05,5:42:30,5:42:40,G00560,7,0,
12-R05,5:48:40,5:48:50,G00563,8,0,
12-R05,5:50:28,5:50:38,G00711,9,0,
12-R05,5:53:35,5:53:45,G00566,10,0,
12-R05,5:57:51,5:58:01,G00568,11,0,
12-R05,6:21:26,6:21:36,G00235,12,0,
12-R05,6:26:47,6:26:57,G00237,13,0,
12-R05,6:30:57,6:31:07,G00573,14,0,
12-R05,6:35:17,6:35:27,G00577,15,0,
12-R05,6:40:15,6:40:25,G00060,16,0,
12-R05,6:45:20,6:45:30,G00076,17,0,
12-R05,6:56:37,6:56:47,G00074,18,0,
12-R05,7:09:00,7:09:10,G00677,19,0,
